SMILES,SR-MMP,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0.0,11.10759345867977,-3.723219416624674,11.10759345867977,0.0730106764928191,0.9002834195387214,258.324,248.244,258.01328418,86,0,0.2649058712178131,-0.493834038312308,0.493834038312308,0.2649058712178131,1.5,2.25,2.875,32.24798212578577,10.303171917150362,2.140438304730868,-2.0012882769839706,2.275493179382527,-2.1080256940124813,7.908623996634702,0.340545079598174,2.5417251486516017,618.7158480810886,11.759148545064338,8.504962905764325,10.137956067619776,7.503349863289461,4.56656155765048,6.929377616499767,3.08732596973987,5.85311009561258,1.8946778014172263,4.232486656880409,1.261949667208535,2.946943845109511,-1.1800000000000002,4725.855771246967,11.309706415889249,4.003138159763861,2.1564283130931607,96.91717495031808,4.736862953800049,5.749511833283905,0.0,4.339655680673546,10.023291153407584,0.0,0.0,18.54074924288409,0.0,11.336785877934735,0.0,25.12283840507545,0.0,16.82350259859828,13.154659938128988,31.57669766542768,0.0,4.9839785209472085,5.138973737607942,11.263392880364169,6.606881964512918,18.19910120538483,5.749511833283905,9.87583669140799,0.0,5.749511833283905,11.336785877934735,20.008657469789064,10.023291153407584,0.0,6.923737199690624,22.538756886058376,0.0,10.216620634085364,82.28,10.023291153407584,8.417796984328938,0.0,4.339655680673546,17.873094515413086,16.036705794403836,0.0,18.19910120538483,6.923737199690624,4.9839785209472085,9.87583669140799,28.1945385330058,1.0401634542705969,3.935218726379441,5.006232442050894,0.6087759826152683,0.6940920256991687,5.217416855631141,0.0,2.443448063639036,-3.723219416624674,0.2222222222222222,16,2,5,0,0,0,1,1,2,5,1,7,3,0,0,0,2,1.3424,62.16220000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CCN1C(=O)NC(c2ccccc2)C1=O,0.0,11.790003779289494,-0.5151388888888893,11.790003779289494,0.1724999999999996,0.7380128478007799,204.229,192.13299999999995,204.089877624,78,0,0.3245678473824643,-0.3217222968235673,0.3245678473824643,0.3217222968235673,1.2666666666666666,1.9333333333333331,2.466666666666667,16.194318012149353,10.080279805258067,2.369736195370897,-2.0902592110154927,2.204009677682385,-2.298651031561989,6.040695959928412,-0.1269421546996805,2.271025752228069,388.8342118896136,10.836498814253964,8.43491857275199,8.43491857275199,7.236382105218447,4.905505439474606,4.905505439474606,3.3756830350186,3.3756830350186,2.475079014753564,2.475079014753564,1.6898938045813368,1.6898938045813368,-1.84,3785.97209929812,9.705022183919052,3.7263265306122446,1.5829080578512398,87.88302259184974,5.316788604006331,6.041840829147961,0.0,0.0,5.907179729351506,6.031114512338072,9.6944469149223,4.794537184071822,0.0,0.0,30.33183534230805,12.48718869138762,6.544756405912575,0.0,9.589074368143644,11.938294241689578,0.0,10.216698334856808,0.0,12.965578028838586,6.544756405912575,35.89528683400505,0.0,5.316788604006331,4.794537184071822,0.0,0.0,23.38296037845263,4.794537184071822,0.0,18.52902952053558,30.33183534230805,0.0,0.0,49.41,6.041840829147961,9.589074368143644,0.0,11.938294241689578,6.544756405912575,5.563451491696996,4.899909730850478,6.923737199690624,30.33183534230805,5.316788604006331,0.0,0.0,0.0,24.40336781934996,2.65837962962963,0.8257407407407411,-0.1724999999999996,8.425038029100529,0.0,2.1933071145124714,0.0,0.2727272727272727,15,1,4,0,1,1,1,0,1,2,1,4,2,0,1,1,2,1.2994,55.10170000000002,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,0.0,12.570516817838246,-0.042633219954649,12.570516817838246,0.042633219954649,0.8222609245677037,276.42400000000004,248.2,276.220163516,112,0,0.2412334625192763,-0.3242351100107811,0.3242351100107811,0.2412334625192763,1.2,1.8,2.25,16.151181767284996,10.07662816700825,2.227492751934192,-2.286463467595814,2.201891571033613,-2.437500679924657,5.956542532536742,-0.1209636882443315,2.868573601175485,422.36618636549065,15.12095586463014,13.493290087468516,13.493290087468516,9.544442517708896,7.657039271487379,7.657039271487379,5.308695396550115,5.308695396550115,3.7764473162031527,3.7764473162031527,2.649100610689614,2.649100610689614,-1.35,23445.721006384592,16.70361930294906,8.052659546017468,4.07094741807237,122.91698433171484,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.6944469149223,0.0,0.0,0.0,38.970312804456704,50.9055334404524,5.687386274683562,6.041840829147961,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,53.50217007345309,18.40630141583148,29.32600418877882,0.0,5.316788604006331,5.687386274683562,0.0,0.0,29.938443101175096,4.794537184071822,13.847474399381248,44.73975782831788,18.19910120538483,0.0,0.0,32.34,0.0,4.794537184071822,0.0,11.949020558499466,0.0,42.74544531575472,0.0,0.0,32.04657560476608,30.98790993392868,0.0,0.0,0.0,14.823433484504914,3.122102229780801,3.196284853447552,0.1112962962962962,6.048093427185688,1.908347899344923,12.290441809439823,0.0,0.5882352941176471,20,1,3,0,0,0,1,0,1,2,1,3,7,0,0,0,1,3.7524400000000018,86.16270000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)(P(=O)(O)O)P(=O)(O)O,0.0,10.251875,-5.197723765432099,10.251875,0.3834876543209877,0.3655829600006943,206.027,197.963,205.974525856,68,0,0.3686319939678359,-0.3677349932814842,0.3686319939678359,0.3677349932814842,1.0,1.181818181818182,1.181818181818182,31.244088726682904,10.852331877889094,2.546591432255275,-2.2387996441509506,2.664163089548956,-2.231941953560101,7.714592451672556,0.1458475918942705,5.079498628795793,206.82512869394384,9.5,5.446991749427433,7.235846131427265,4.5,2.335968764920048,5.560692699260184,2.0588786496560663,6.329422353468237,1.103644378420567,4.874143713018236,0.1696963410006887,1.5272670690061991,0.26,88.55198210197693,11.259999999999998,2.638564941834449,2.0994518030301026,62.00124273590192,24.680173805850607,0.0,0.0,0.0,5.083227620067512,15.19152465357577,9.130096569862658,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,33.810270375713266,15.19152465357577,0.0,0.0,0.0,12.006964819758135,0.0,0.0,0.0,0.0,0.0,0.0,15.19152465357577,29.76340142591812,9.130096569862658,0.0,6.923737199690624,0.0,0.0,0.0,135.29000000000002,20.274752273643283,9.130096569862658,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,24.680173805850607,20.50375,0.0,32.999722222222225,5.3695987654321,0.0,0.0,0.0,0.0,0.3834876543209877,-10.395447530864196,1.0,11,5,7,0,0,0,0,0,0,3,5,9,2,0,0,0,0,-0.9922000000000002,34.712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,0.0,5.5383506944444445,-0.3654340277777779,5.5383506944444445,0.3069110135445363,0.4974864069356495,290.444,256.172,290.245709568,122,0,0.098098477875925,-0.2304003374405132,0.2304003374405132,0.098098477875925,0.45,0.7,0.9,17.220617875632623,9.941198015443284,2.296850217462284,-2.326446997936566,2.2728374392756643,-2.352075227113887,4.752039074169977,-0.4097731489797698,4.225990023755678,251.8324476256045,16.242640687119287,15.047206724228548,15.047206724228548,8.621320343559644,7.356936695447607,7.356936695447607,8.577463482620557,8.577463482620557,2.363641942096357,2.363641942096357,1.160987637714845,1.160987637714845,-0.16,5959.614595281818,19.84,6.733997656850836,11.648864541465732,124.5261542932828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.550283813024446,0.0,0.0,0.0,82.07901524275825,0.0,22.404203243934752,19.550283813024446,0.0,0.0,0.0,0.0,104.483218486693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.404203243934752,19.550283813024446,0.0,82.07901524275825,0.0,0.0,0.0,36.92,0.0,0.0,0.0,22.404203243934752,0.0,12.84164324585202,0.0,0.0,69.23737199690622,0.0,19.550283813024446,0.0,0.0,21.87970592403628,0.0,-1.3446900826446282,0.0,0.0,1.6182199546485263,19.84676420395982,0.0,1.0,20,0,4,0,0,0,0,0,0,4,0,4,7,0,0,0,0,4.817200000000005,81.23800000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=S(=O)(Cl)c1ccccc1,0.0,10.598302469135804,-3.5306018518518507,10.598302469135804,0.135802469135803,0.6097236773026035,176.62400000000002,171.58399999999995,175.96987808,54,0,0.260805862138789,-0.206912313579624,0.260805862138789,0.206912313579624,1.1,1.6,1.9,35.73294297380985,10.371043620050658,2.0591386243531367,-1.905915723938047,2.1189384485088074,-1.8725898026157957,8.133478465298177,0.6093643577145221,3.2186466288823383,303.7795180972205,7.612884175122366,4.989460690348945,6.561886217295128,4.605171715522539,2.6024444310503165,4.911786187877581,1.7509004106465742,4.3168396894652,1.0247423355372776,2.394504687072735,0.5830407889180501,1.3738734513028616,-0.54,165.63732925805002,7.56570824524313,2.5987104822168603,1.7183583740497963,63.86387098136106,0.0,0.0,0.0,0.0,9.050820825821477,0.0,0.0,8.417796984328938,0.0,0.0,18.19910120538483,12.13273413692322,10.682389259889488,4.895483475517775,8.417796984328938,19.733210085710965,0.0,0.0,0.0,4.895483475517775,0.0,30.33183534230805,0.0,0.0,0.0,0.0,10.682389259889488,8.417796984328938,9.050820825821477,0.0,0.0,35.227318817825825,0.0,0.0,34.14,9.050820825821477,8.417796984328938,0.0,4.895483475517775,0.0,0.0,12.13273413692322,18.19910120538483,0.0,0.0,10.682389259889488,21.196604938271605,0.0,0.135802469135803,0.0,0.0,0.0,7.861867283950618,0.0,0.0,1.50016975308642,0.0,10,0,2,0,0,0,1,0,1,2,0,4,1,0,0,0,1,1.6141,39.480800000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,0.0,10.775986052193767,-0.8580030862462318,10.775986052193767,0.0105246736415207,0.4893044482396905,621.9340000000001,612.8620000000001,621.7635027680001,110,0,0.30731606767834,-0.5068453544546648,0.5068453544546648,0.30731606767834,1.0476190476190477,1.6666666666666667,2.1904761904761907,126.9147402738889,10.140317789929703,2.122022015892288,-2.119169400362724,2.34317695095632,-2.0162585062664364,14.114771969697168,-0.1357317712870606,2.3121998069271603,677.608742370278,15.568549621822845,10.438675318090002,16.911170191618968,9.863081100704113,5.726373931987979,8.962621368752462,4.174384678835257,7.660956725997712,2.552477976472122,5.019097904999225,1.6555285128941544,4.259544998259924,-0.3000000000000001,38422.043744192095,17.06016904160207,7.3092478434784445,4.582269524608543,161.8674307514278,14.94991774348146,11.49902366656781,5.749511833283905,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,103.66789871520922,0.0,17.131368436122198,19.744454927553285,73.74191716915601,0.0,0.0,0.0,6.4208216229260096,0.0,46.60583364720124,17.248535499851716,4.736862953800049,0.0,17.248535499851716,67.77261188120417,16.182360077633263,11.21535880699783,10.710546813196189,5.563451491696996,30.33183534230805,0.0,0.0,66.76,5.969305287951849,9.901064578912528,0.0,12.170333456209914,15.069205937633209,12.703816033827788,0.0,30.33183534230805,22.590870627068057,45.181741254136114,9.843390348640757,8.255790897464996,6.2826334255424445,10.775986052193767,18.36672284811975,0.7397561833375326,0.6651405729458407,8.617828027370523,-0.0105246736415207,0.0,0.0,0.0714285714285714,21,2,4,0,0,0,2,0,2,3,2,7,4,0,0,0,2,4.625400000000002,104.1136,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,0.0,11.560870653817082,-0.8180654761904764,11.560870653817082,0.2016439909297054,0.578029884636738,354.1,343.01199999999994,353.97126945200006,94,0,0.3300074157703424,-0.3935688359788516,0.3935688359788516,0.3300074157703424,1.588235294117647,2.294117647058824,2.8823529411764706,126.91270435690046,10.170003736779384,2.3449598863663663,-2.1375602717698894,2.2665509027857467,-2.332497675642047,14.11190835347684,-0.0459495406788159,2.335396041923273,524.8528777321774,12.57698579026012,8.66796477003229,10.825463061208612,8.024075805453151,4.979819620087545,6.058568765675706,3.758392526268739,4.920583208656224,2.618683077514236,3.387100942880697,1.7248777727695055,2.1597977598349702,-0.71,7965.508655134308,12.739314771557623,4.881735942153658,2.436855947276368,109.1864450414692,14.94991774348146,12.331867558483172,0.0,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,0.0,0.0,0.0,22.590870627068057,12.617665194539086,16.281030623326615,14.94991774348146,22.590870627068057,0.0,9.551078168738565,0.0,24.85665556915748,6.606881964512918,30.605110504077597,0.0,11.24901029325548,0.0,0.0,22.590870627068057,38.578947698429495,4.736862953800049,3.5701822710653963,12.64872279366088,15.78591793975672,0.0,0.0,104.55,29.68484423948696,14.69560176298435,0.0,13.027703587438928,3.5701822710653963,0.0,10.763943219404432,22.590870627068057,0.0,4.9839785209472085,9.843390348640757,6.886940192743764,1.801990479339884,24.89787942491812,18.49872777042916,-1.0460098188040647,0.0,0.0,-0.6068918367346952,-0.3126362118921639,0.0,0.5555555555555556,17,3,7,0,1,1,0,1,1,6,3,8,2,0,1,1,2,-1.2181000000000002,65.65930000000002,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)COC(=O)C(C)C,0.0,10.825046296296296,-0.103055555555555,10.825046296296296,0.0011574074074076,0.5648358693923418,144.21399999999997,128.08599999999998,144.115029752,60,0,0.3078709757987153,-0.4652133415325127,0.4652133415325127,0.3078709757987153,1.3,1.8,2.1,16.533740612593785,10.201851763261232,2.074058789991652,-2.077395786033552,1.986530149310611,-2.1429885074113333,5.709194101108372,-0.147890958062215,3.4037533061532064,105.82521876648651,8.146264369941973,7.178303900493526,7.178303900493526,4.536581260209188,3.703247926875855,3.703247926875855,3.178587216189526,3.178587216189526,1.030330085889911,1.030330085889911,0.4154665466377908,0.4154665466377908,-0.53,111.0417522239666,9.47,4.311528394676563,4.3587538349811625,62.568913158156434,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,27.694948798762496,5.917906046161393,0.0,12.52478801067431,9.53140013787187,5.969305287951849,0.0,0.0,11.835812092322788,27.694948798762496,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,11.835812092322788,27.694948798762496,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,11.887211334113244,12.52478801067431,0.0,0.0,0.0,27.694948798762496,0.0,4.736862953800049,4.925925925925926,0.0,10.825046296296296,0.0,0.0,0.3288425925925927,0.0,0.0,8.25351851851852,0.0,0.875,10,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,1.8416,40.635000000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)C(=O)OCCOC(=O)C(=C)C,0.0,10.841575018896448,-0.4894685374149661,10.841575018896448,0.0324537037037033,0.3784671259823138,198.218,184.106,198.089208928,78,0,0.3327282809061663,-0.4587229859907454,0.4587229859907454,0.3327282809061663,0.9285714285714286,1.2142857142857142,1.4285714285714286,16.574273298442453,10.353759862568126,2.0469489369838976,-2.048672753818678,1.939138753980063,-2.1378757628482337,5.87171961085844,-0.1467541204395295,3.571887516567356,237.29556359515863,11.137828201504696,8.461420286601642,8.461420286601642,6.447264862732148,4.1009536313038994,4.1009536313038994,2.8324985539690277,2.8324985539690277,1.2465696011191056,1.2465696011191056,0.5151283791960047,0.5151283791960047,-1.58,819.1139966635345,12.42,5.963085289540455,5.134102003149425,83.19465865213179,9.473725907600098,13.213763929025836,0.0,0.0,0.0,11.9386105759037,0.0,9.589074368143644,0.0,0.0,13.157871367196996,13.847474399381248,11.146209060138537,0.0,19.06280027574374,11.9386105759037,0.0,0.0,0.0,13.847474399381248,13.213763929025836,24.30408042733553,0.0,0.0,0.0,0.0,0.0,25.152374504929533,19.06280027574374,0.0,13.847474399381248,24.30408042733553,0.0,0.0,52.6,11.9386105759037,9.589074368143644,0.0,13.213763929025836,11.146209060138537,0.0,0.0,13.847474399381248,0.0,22.63159727479709,0.0,9.376447467876035,0.0,21.683150037792892,0.0,0.6319032921810706,-0.9789370748299318,0.0,0.0,9.954102943646594,0.0,0.4,14,0,4,0,0,0,0,0,0,4,0,4,5,0,0,0,0,1.225,51.54600000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
